sample_id,timestamp,data_type,protein_content,fat_content,carbohydrate_content,moisture,ash,ph_level,viscosity,quality_score,lab_technician,product_line
NPTC_0370,2025-09-27 12:22:42.070737,pilot_plant,10.42,3.11,43.53,7.41,2.95,8.32,1128.9,72.0,Bob_Jones,Cereal_Bar
NPTC_0371,2025-09-29 14:22:42.070764,pilot_plant,12.57,2.8,49.04,5.87,2.85,6.23,1202.0,84.5,Bob_Jones,Baby_Formula
NPTC_0372,2025-09-27 08:22:42.070790,analytical,14.33,3.73,43.04,9.3,2.15,6.17,1098.1,87.0,Alice_Smith,Cereal_Bar
NPTC_0373,2025-09-24 17:22:42.070816,analytical,11.26,2.2,47.73,8.04,2.71,7.44,1495.1,83.6,Alice_Smith,Protein_Powder
NPTC_0374,2025-09-29 08:22:42.070843,pilot_plant,12.77,2.46,43.34,7.64,2.54,6.09,1313.9,87.2,Alice_Smith,Beverage_Mix
NPTC_0375,2025-09-30 02:22:42.070870,pilot_plant,12.32,2.17,42.62,8.6,2.0,4.58,1185.6,75.4,Carol_Davis,Cereal_Bar
NPTC_0376,2025-09-24 16:22:42.070896,pilot_plant,12.02,2.69,41.35,7.08,1.67,7.55,803.3,78.8,Bob_Jones,Baby_Formula
NPTC_0377,2025-09-26 18:22:42.070923,analytical,15.01,3.04,40.75,10.21,2.0,7.07,1512.8,83.6,Bob_Jones,Baby_Formula
NPTC_0378,2025-09-25 20:22:42.070950,analytical,11.62,2.89,45.18,7.62,1.81,6.48,1303.9,87.9,Alice_Smith,Protein_Powder
NPTC_0379,2025-09-26 10:22:42.070980,analytical,13.75,4.24,41.88,10.62,3.23,6.97,1357.9,80.1,Bob_Jones,Beverage_Mix
NPTC_0380,2025-09-27 17:22:42.071007,sensory,14.29,2.08,52.4,8.46,1.86,6.45,1486.4,95.3,Carol_Davis,Protein_Powder
NPTC_0381,2025-09-25 12:22:42.071035,analytical,13.94,3.29,49.58,11.11,2.8,7.58,1224.1,78.7,Carol_Davis,Baby_Formula
NPTC_0382,2025-09-27 03:22:42.071062,analytical,9.73,4.24,40.26,7.66,2.32,5.68,1368.3,75.9,David_Wilson,Baby_Formula
NPTC_0383,2025-09-30 01:22:42.071088,pilot_plant,12.49,3.03,43.94,7.23,2.56,8.12,1278.0,77.1,David_Wilson,Baby_Formula
NPTC_0384,2025-09-27 12:22:42.071114,analytical,14.49,2.17,47.95,8.1,2.31,8.14,1601.9,85.3,David_Wilson,Baby_Formula
NPTC_0385,2025-09-27 15:22:42.071141,pilot_plant,16.41,3.1,49.44,6.42,2.18,7.17,1271.2,88.3,Carol_Davis,Cereal_Bar
NPTC_0386,2025-09-24 19:22:42.071167,analytical,14.15,4.12,44.7,9.53,2.12,6.93,1364.3,85.6,Bob_Jones,Protein_Powder
NPTC_0387,2025-09-27 13:22:42.071193,analytical,11.76,3.17,45.01,7.36,1.88,8.72,1172.3,72.4,Bob_Jones,Protein_Powder
NPTC_0388,2025-09-24 23:22:42.071220,sensory,17.2,4.01,41.58,6.3,2.35,6.73,1359.7,87.0,Alice_Smith,Baby_Formula
NPTC_0389,2025-09-27 10:22:42.071246,pilot_plant,15.57,4.0,46.49,10.61,2.09,6.72,1243.9,86.3,David_Wilson,Protein_Powder
NPTC_0390,2025-09-25 05:22:42.071273,analytical,12.3,3.58,42.2,9.92,2.73,5.31,1422.8,75.1,David_Wilson,Protein_Powder
NPTC_0391,2025-09-25 08:22:42.071300,analytical,9.37,4.02,47.01,6.48,1.72,7.11,1525.0,75.9,Carol_Davis,Baby_Formula
NPTC_0392,2025-09-27 19:22:42.071335,sensory,10.31,4.95,48.65,7.4,2.09,6.73,1202.1,83.1,Alice_Smith,Cereal_Bar
NPTC_0393,2025-09-26 12:22:42.071364,pilot_plant,10.33,2.48,41.06,8.83,2.44,6.08,1366.0,80.0,Alice_Smith,Protein_Powder
NPTC_0394,2025-09-25 12:22:42.071396,analytical,13.59,4.37,38.32,8.19,2.46,5.78,1325.9,83.9,Bob_Jones,Beverage_Mix
NPTC_0395,2025-09-27 05:22:42.071423,analytical,11.12,2.87,49.88,8.81,2.82,6.21,1278.3,85.7,Bob_Jones,Protein_Powder
NPTC_0397,2025-09-27 17:22:42.071475,analytical,11.36,2.53,38.15,4.94,2.75,7.43,1488.6,70.7,David_Wilson,Protein_Powder
NPTC_0398,2025-09-24 17:22:42.072158,analytical,12.2,3.29,42.43,9.51,2.29,7.78,933.8,75.9,David_Wilson,Beverage_Mix
NPTC_0399,2025-09-26 21:22:42.072218,analytical,11.95,2.55,46.89,7.71,2.54,7.61,1037.2,82.4,Carol_Davis,Cereal_Bar
NPTC_0400,2025-09-29 14:22:42.072251,analytical,14.49,2.43,40.03,9.15,2.38,7.54,1690.8,82.8,David_Wilson,Cereal_Bar
NPTC_0401,2025-09-24 12:22:42.072282,analytical,13.03,2.87,47.0,8.58,2.97,6.88,1463.3,88.4,David_Wilson,Baby_Formula
NPTC_0402,2025-09-26 09:22:42.072312,analytical,11.86,3.97,44.61,9.0,2.54,6.04,1313.7,82.5,Carol_Davis,Beverage_Mix
NPTC_0403,2025-09-27 06:22:42.072342,analytical,9.28,2.58,40.58,8.56,1.78,6.37,1312.9,80.3,Alice_Smith,Baby_Formula
NPTC_0405,2025-09-29 10:22:42.072400,analytical,12.09,3.81,44.9,8.29,2.48,7.13,1361.7,84.2,Alice_Smith,Beverage_Mix
NPTC_0406,2025-09-26 17:22:42.072429,pilot_plant,12.15,2.51,37.69,7.21,2.08,6.69,1175.5,83.8,Carol_Davis,Baby_Formula
NPTC_0407,2025-09-27 15:22:42.072458,analytical,12.1,3.39,51.53,7.17,3.18,5.58,1575.9,83.0,Bob_Jones,Protein_Powder
NPTC_0408,2025-09-28 08:22:42.072485,analytical,11.75,4.37,39.98,8.37,2.93,7.68,1129.7,77.2,Carol_Davis,Cereal_Bar
NPTC_0409,2025-09-26 04:22:42.072513,pilot_plant,11.94,3.28,46.57,8.05,2.43,4.63,1301.2,77.4,Carol_Davis,Beverage_Mix
NPTC_0410,2025-09-25 15:22:42.072543,analytical,13.47,3.08,47.41,10.04,2.32,7.43,1332.3,81.2,Carol_Davis,Baby_Formula
NPTC_0411,2025-09-29 06:22:42.073333,pilot_plant,14.48,3.03,48.43,7.53,2.08,6.87,1252.6,92.2,Bob_Jones,Baby_Formula
NPTC_0412,2025-09-27 23:22:42.073420,analytical,13.46,2.96,44.57,9.28,2.04,5.57,1217.9,82.4,Bob_Jones,Baby_Formula
NPTC_0413,2025-09-26 23:22:42.073463,sensory,12.46,3.04,43.86,7.92,1.58,6.54,1517.6,89.7,Bob_Jones,Baby_Formula
NPTC_0414,2025-09-28 17:22:42.073720,analytical,10.57,3.11,46.16,7.68,1.76,6.74,1394.9,84.7,Bob_Jones,Beverage_Mix
NPTC_0415,2025-09-25 12:22:42.073836,analytical,12.18,3.95,37.26,11.27,2.85,6.6,1188.8,75.9,Bob_Jones,Cereal_Bar
NPTC_0416,2025-09-30 00:22:42.073879,analytical,13.97,3.25,42.64,7.73,2.66,5.19,1186.5,83.0,Alice_Smith,Baby_Formula
NPTC_0417,2025-09-26 00:22:42.073915,analytical,12.72,2.7,48.27,4.67,1.97,5.9,1198.7,78.7,Alice_Smith,Cereal_Bar
NPTC_0418,2025-09-27 18:22:42.073947,analytical,11.42,3.62,51.95,8.31,2.62,8.36,1498.9,76.8,Carol_Davis,Protein_Powder
NPTC_0419,2025-09-28 16:22:42.073978,analytical,16.21,2.81,47.42,5.94,1.2,7.48,1248.9,84.2,Alice_Smith,Protein_Powder
NPTC_0420,2025-09-26 06:22:42.074007,analytical,14.86,3.41,42.57,8.31,1.35,6.32,1469.7,92.0,Carol_Davis,Cereal_Bar
NPTC_0421,2025-09-24 17:22:42.074042,analytical,6.69,3.67,46.16,8.67,2.93,6.96,1576.3,74.0,Carol_Davis,Cereal_Bar
NPTC_0422,2025-09-23 20:22:42.074116,sensory,13.74,4.51,48.85,8.41,1.91,7.44,1829.3,86.1,Alice_Smith,Beverage_Mix
NPTC_0423,2025-09-25 06:22:42.074168,pilot_plant,13.08,1.6,40.19,9.22,2.33,6.38,978.3,86.6,Bob_Jones,Protein_Powder
NPTC_0424,2025-09-29 02:22:42.074208,pilot_plant,10.34,3.27,53.77,8.25,3.16,7.76,1368.4,79.1,David_Wilson,Cereal_Bar
NPTC_0425,2025-09-27 05:22:42.074240,sensory,13.02,2.71,46.53,7.31,1.99,7.35,1222.2,84.9,Carol_Davis,Baby_Formula
NPTC_0426,2025-09-25 05:22:42.074273,pilot_plant,14.91,2.75,40.2,9.08,3.49,6.49,1113.9,90.6,David_Wilson,Protein_Powder
NPTC_0427,2025-09-29 03:22:42.074304,analytical,12.51,3.01,44.68,9.33,1.49,6.39,1072.5,85.9,Bob_Jones,Protein_Powder
NPTC_0428,2025-09-26 08:22:42.074333,pilot_plant,15.22,2.75,42.5,7.26,2.75,6.98,1210.4,89.5,Carol_Davis,Beverage_Mix
NPTC_0429,2025-09-29 08:22:42.074364,analytical,15.9,2.88,49.21,6.72,2.78,6.96,1344.6,90.6,Alice_Smith,Protein_Powder
NPTC_0430,2025-09-27 20:22:42.074394,analytical,11.21,3.95,46.76,10.44,2.91,6.28,1255.5,79.4,Bob_Jones,Baby_Formula
NPTC_0431,2025-09-27 21:22:42.074422,analytical,13.19,2.52,45.41,7.33,1.5,7.19,1003.2,86.1,David_Wilson,Protein_Powder
NPTC_0432,2025-09-25 06:22:42.074451,analytical,12.17,2.43,55.91,8.1,2.12,6.18,1426.2,90.1,Bob_Jones,Protein_Powder
NPTC_0433,2025-09-24 00:22:42.074483,analytical,12.25,2.56,47.78,5.93,2.6,6.18,1149.9,83.4,Bob_Jones,Protein_Powder
NPTC_0434,2025-09-26 21:22:42.074511,analytical,13.38,2.23,50.15,7.94,2.82,7.1,1133.5,90.9,Carol_Davis,Protein_Powder
NPTC_0435,2025-09-25 02:22:42.074545,sensory,11.29,2.88,42.37,6.38,2.47,7.27,1353.0,77.4,Bob_Jones,Baby_Formula
NPTC_0436,2025-09-24 08:22:42.074574,analytical,14.14,3.01,39.59,9.85,2.31,8.13,1471.1,75.5,Carol_Davis,Cereal_Bar
NPTC_0437,2025-09-28 16:22:42.074603,analytical,13.05,2.71,46.0,9.36,1.57,7.01,1401.9,85.0,Bob_Jones,Beverage_Mix
NPTC_0438,2025-09-27 21:22:42.074632,sensory,14.12,4.16,47.52,7.96,2.97,6.24,944.0,92.3,Carol_Davis,Protein_Powder
NPTC_0439,2025-09-24 19:22:42.074682,analytical,14.58,3.62,49.98,9.35,2.23,6.68,1507.4,91.2,David_Wilson,Cereal_Bar
NPTC_0440,2025-09-26 13:22:42.074734,pilot_plant,10.08,3.1,50.64,7.14,2.36,7.6,1355.9,77.9,Carol_Davis,Beverage_Mix
NPTC_0441,2025-09-27 11:22:42.074777,pilot_plant,13.12,1.94,44.74,9.51,2.7,5.18,1290.1,79.3,Alice_Smith,Protein_Powder
NPTC_0442,2025-09-25 22:22:42.074815,analytical,11.86,3.66,45.17,6.94,2.27,6.01,1262.9,82.6,Alice_Smith,Baby_Formula
NPTC_0443,2025-09-28 21:22:42.074862,analytical,9.4,3.73,51.74,10.32,2.82,7.73,1134.0,70.8,Alice_Smith,Baby_Formula
NPTC_0444,2025-09-28 14:22:42.074900,pilot_plant,10.19,2.65,46.78,5.53,2.49,7.59,920.8,72.4,Bob_Jones,Protein_Powder
NPTC_0445,2025-09-28 21:22:42.074932,pilot_plant,13.78,3.56,50.29,6.46,2.5,6.74,1265.8,88.7,David_Wilson,Protein_Powder
NPTC_0446,2025-09-24 19:22:42.074962,analytical,11.58,2.8,46.47,7.69,2.39,6.26,1121.9,87.1,Bob_Jones,Cereal_Bar
NPTC_0447,2025-09-25 22:22:42.074993,sensory,12.45,4.22,37.47,7.75,2.29,7.02,985.0,82.5,David_Wilson,Baby_Formula
NPTC_0448,2025-09-29 21:22:42.075024,analytical,13.59,2.46,42.85,7.41,2.26,7.89,1179.2,81.5,Alice_Smith,Beverage_Mix
NPTC_0449,2025-09-27 18:22:42.075054,analytical,12.82,4.17,45.03,7.81,1.76,6.3,1197.8,88.6,Alice_Smith,Baby_Formula
NPTC_0450,2025-09-25 16:22:42.075081,sensory,10.02,4.76,44.07,7.54,2.23,6.53,1365.0,82.5,David_Wilson,Beverage_Mix
NPTC_0451,2025-09-29 14:22:42.075111,pilot_plant,10.42,4.76,36.69,7.38,2.59,7.27,1229.9,75.0,Bob_Jones,Baby_Formula
NPTC_0452,2025-09-27 16:22:42.075140,pilot_plant,12.39,3.9,40.97,8.0,2.25,6.0,1322.0,84.9,Carol_Davis,Protein_Powder
NPTC_0453,2025-09-24 04:22:42.075168,analytical,10.71,3.38,49.76,7.42,2.83,5.82,1540.4,82.5,Bob_Jones,Beverage_Mix
NPTC_0454,2025-09-25 09:22:42.075198,sensory,12.53,3.33,54.44,8.89,2.07,6.28,1087.7,88.4,Bob_Jones,Beverage_Mix
NPTC_0455,2025-09-28 23:22:42.075228,pilot_plant,10.13,2.96,44.11,7.89,2.76,6.91,1495.6,82.6,David_Wilson,Cereal_Bar
NPTC_0456,2025-09-29 00:22:42.075274,analytical,42.95,4.24,42.23,6.8,2.4,5.45,1389.1,83.1,Alice_Smith,Protein_Powder
NPTC_0457,2025-09-26 01:22:42.075305,analytical,13.68,3.89,47.48,7.85,2.59,5.97,1264.2,89.5,Alice_Smith,Beverage_Mix
NPTC_0458,2025-09-29 16:22:42.075406,analytical,12.03,3.92,47.23,9.23,3.02,7.06,1278.1,82.6,David_Wilson,Protein_Powder
NPTC_0459,2025-09-25 06:22:42.075439,analytical,12.47,3.12,43.53,10.17,1.96,7.42,1321.3,77.4,Alice_Smith,Baby_Formula
NPTC_0460,2025-09-29 04:22:42.075469,analytical,15.02,4.67,53.16,7.32,2.43,6.57,1276.1,94.0,David_Wilson,Baby_Formula
NPTC_0461,2025-09-24 21:22:42.075498,analytical,11.7,2.64,49.77,9.86,2.74,6.39,1034.8,85.0,Carol_Davis,Beverage_Mix
NPTC_0462,2025-09-25 09:22:42.075525,pilot_plant,6.49,2.56,44.56,7.01,3.45,6.25,1387.5,74.2,Bob_Jones,Cereal_Bar
NPTC_0463,2025-09-28 00:22:42.075552,analytical,11.85,3.14,43.88,9.26,3.11,7.49,895.8,78.5,Bob_Jones,Beverage_Mix
NPTC_0464,2025-09-29 19:22:42.075580,analytical,11.22,3.75,51.33,9.13,2.53,6.61,1134.7,85.4,David_Wilson,Cereal_Bar
NPTC_0465,2025-09-28 01:22:42.075606,pilot_plant,10.43,3.73,41.82,6.96,1.68,6.41,1233.5,81.1,Carol_Davis,Beverage_Mix
NPTC_0466,2025-09-25 02:22:42.075633,pilot_plant,12.99,3.05,44.81,8.71,3.04,6.9,1156.2,86.8,Alice_Smith,Baby_Formula
NPTC_0467,2025-09-24 05:22:42.075661,analytical,12.63,2.29,51.85,9.42,1.83,6.29,1140.0,87.9,Alice_Smith,Cereal_Bar
NPTC_0468,2025-09-29 12:22:42.075687,analytical,13.72,3.42,39.36,8.56,2.35,6.26,943.5,87.3,Alice_Smith,Protein_Powder
NPTC_0469,2025-09-25 18:22:42.075715,pilot_plant,12.74,2.76,47.7,7.94,2.54,7.23,1357.0,87.5,Bob_Jones,Baby_Formula
NPTC_0470,2025-09-27 15:22:42.075741,pilot_plant,14.53,3.53,40.99,8.26,2.34,5.93,1321.5,88.3,Bob_Jones,Protein_Powder
NPTC_0471,2025-09-29 04:22:42.075769,sensory,13.08,2.48,48.93,8.58,3.43,7.0,1132.9,88.8,David_Wilson,Beverage_Mix
NPTC_0472,2025-09-30 04:22:42.075796,analytical,14.04,3.1,46.2,6.99,2.34,6.82,1224.3,89.0,Carol_Davis,Baby_Formula
NPTC_0473,2025-09-30 05:22:42.075822,analytical,14.06,2.43,47.11,9.33,2.3,5.98,1349.4,87.7,Alice_Smith,Baby_Formula
NPTC_0475,2025-09-24 10:22:42.075875,analytical,12.66,2.67,49.2,8.27,2.6,6.97,1291.0,89.1,Bob_Jones,Beverage_Mix
NPTC_0476,2025-09-30 07:22:42.075909,analytical,14.1,3.11,47.12,7.92,1.77,7.19,860.1,89.9,Alice_Smith,Protein_Powder
NPTC_0477,2025-09-26 12:22:42.075936,analytical,10.09,2.46,45.75,6.47,2.88,6.06,1294.9,79.1,Alice_Smith,Baby_Formula
NPTC_0478,2025-09-29 14:22:42.075963,analytical,11.34,3.73,41.78,8.47,2.28,7.86,1075.1,76.2,Alice_Smith,Protein_Powder
NPTC_0479,2025-09-28 03:22:42.075989,analytical,10.81,3.19,45.49,8.39,2.44,7.44,1434.7,80.0,Bob_Jones,Protein_Powder
NPTC_0480,2025-09-27 04:22:42.076016,analytical,10.4,2.06,46.47,7.79,1.97,6.89,1270.7,84.6,Carol_Davis,Cereal_Bar
NPTC_0481,2025-09-28 08:22:42.076042,pilot_plant,10.35,3.68,44.8,8.4,2.89,5.59,1529.4,78.6,Carol_Davis,Beverage_Mix
NPTC_0482,2025-09-25 02:22:42.076069,sensory,14.44,2.55,44.37,8.46,2.6,6.84,994.3,91.1,Carol_Davis,Beverage_Mix
NPTC_0483,2025-09-30 15:22:42.076096,analytical,11.23,3.25,42.41,8.6,2.26,7.01,1040.7,81.8,David_Wilson,Baby_Formula
NPTC_0484,2025-09-26 20:22:42.076122,analytical,10.84,3.45,38.89,6.5,2.91,5.39,1186.1,72.7,Bob_Jones,Protein_Powder
NPTC_0485,2025-09-27 09:22:42.076149,analytical,10.01,3.39,42.76,6.88,1.73,7.15,1113.7,76.9,David_Wilson,Beverage_Mix
NPTC_0486,2025-09-29 19:22:42.076176,pilot_plant,14.44,3.24,50.66,9.14,2.02,6.78,1408.8,91.2,Bob_Jones,Baby_Formula
NPTC_0487,2025-09-23 20:22:42.076202,analytical,10.37,3.84,46.56,6.01,2.25,6.83,1128.8,78.3,David_Wilson,Cereal_Bar
NPTC_0488,2025-09-24 15:22:42.076235,analytical,14.96,2.48,47.32,9.7,1.47,6.89,1421.3,89.3,David_Wilson,Cereal_Bar
NPTC_0489,2025-09-29 18:22:42.076262,pilot_plant,8.82,2.12,40.22,8.88,2.76,6.09,717.3,76.8,David_Wilson,Baby_Formula
NPTC_0490,2025-09-24 02:22:42.076288,pilot_plant,12.52,2.17,45.08,9.42,1.3,8.03,1474.5,77.0,Carol_Davis,Protein_Powder
NPTC_0491,2025-09-26 22:22:42.076314,analytical,9.74,3.27,50.38,8.0,2.76,6.57,1284.2,86.6,Bob_Jones,Beverage_Mix
NPTC_0492,2025-09-24 08:22:42.076341,analytical,13.38,2.19,49.74,9.33,2.2,7.19,1158.7,86.4,David_Wilson,Baby_Formula
NPTC_0493,2025-09-24 11:22:42.076368,analytical,10.26,3.06,46.22,6.96,2.27,6.38,1034.6,82.8,Bob_Jones,Cereal_Bar
NPTC_0494,2025-09-26 05:22:42.076394,pilot_plant,14.57,2.35,47.87,8.3,3.82,7.67,1313.0,87.8,David_Wilson,Baby_Formula
NPTC_0495,2025-09-28 10:22:42.076423,analytical,13.07,3.08,48.62,10.06,2.29,6.86,1288.5,84.7,David_Wilson,Protein_Powder
NPTC_0496,2025-09-28 11:22:42.076450,analytical,17.28,2.22,51.42,9.04,2.59,5.63,1107.7,89.5,David_Wilson,Protein_Powder
NPTC_0497,2025-09-27 16:22:42.076476,pilot_plant,8.91,2.94,49.46,6.57,2.92,7.19,1103.2,76.5,Bob_Jones,Baby_Formula
NPTC_0498,2025-09-27 02:22:42.076502,analytical,12.22,2.97,53.25,8.81,2.37,6.61,1355.1,89.1,Alice_Smith,Protein_Powder
NPTC_0500,2025-09-28 05:22:42.076555,pilot_plant,14.48,3.69,53.99,9.35,3.08,7.05,1354.4,88.5,Alice_Smith,Cereal_Bar
NPTC_0501,2025-09-26 02:22:42.076584,analytical,10.82,3.31,53.34,7.48,2.39,5.36,1117.2,80.0,Bob_Jones,Baby_Formula
NPTC_0502,2025-09-26 15:22:42.076611,analytical,8.69,3.61,46.26,8.46,3.45,6.75,1179.4,80.1,David_Wilson,Beverage_Mix
NPTC_0503,2025-09-25 23:22:42.076639,analytical,11.89,4.04,44.12,6.49,2.77,6.64,1256.3,83.0,Bob_Jones,Beverage_Mix
NPTC_0504,2025-09-27 15:22:42.076666,analytical,15.72,2.26,44.7,8.83,1.62,6.96,1270.2,90.6,Bob_Jones,Cereal_Bar
NPTC_0505,2025-09-25 21:22:42.076694,analytical,10.27,4.42,50.95,9.3,2.79,5.81,1169.9,78.7,Carol_Davis,Cereal_Bar
NPTC_0506,2025-09-23 21:22:42.076720,pilot_plant,11.82,4.16,46.71,8.85,2.26,7.16,1008.2,82.2,Alice_Smith,Beverage_Mix
NPTC_0507,2025-09-24 03:22:42.076746,pilot_plant,13.91,3.48,45.7,8.89,2.8,7.16,987.6,86.4,Bob_Jones,Protein_Powder
NPTC_0508,2025-09-28 03:22:42.076772,analytical,10.92,3.23,49.83,8.19,1.89,7.0,1050.9,85.5,Bob_Jones,Beverage_Mix
NPTC_0509,2025-09-23 23:22:42.076798,analytical,13.79,3.19,39.63,5.82,2.77,8.04,1103.0,74.2,David_Wilson,Beverage_Mix
NPTC_0510,2025-09-27 18:22:42.076824,analytical,9.19,2.33,44.44,8.76,2.41,6.95,1258.5,79.1,Carol_Davis,Beverage_Mix
NPTC_0511,2025-09-25 09:22:42.076850,analytical,12.8,3.28,47.98,9.11,2.6,7.16,933.6,84.6,Alice_Smith,Cereal_Bar
NPTC_0512,2025-09-25 15:22:42.076876,pilot_plant,12.6,3.8,52.73,8.79,2.38,7.31,1304.6,84.6,Bob_Jones,Beverage_Mix
NPTC_0513,2025-09-23 22:22:42.076903,analytical,12.88,4.16,49.79,6.69,2.35,7.59,1005.6,81.3,Bob_Jones,Cereal_Bar
NPTC_0514,2025-09-29 12:22:42.076929,analytical,13.34,2.28,49.61,9.13,2.82,6.66,851.0,90.4,Carol_Davis,Protein_Powder
NPTC_0515,2025-09-27 02:22:42.076959,pilot_plant,10.97,2.3,47.35,6.57,2.19,6.0,1359.9,81.6,Carol_Davis,Beverage_Mix
NPTC_0516,2025-09-30 00:22:42.076985,sensory,16.1,2.19,44.89,8.35,2.43,7.33,1211.2,89.7,Carol_Davis,Protein_Powder
NPTC_0517,2025-09-26 21:22:42.077011,analytical,13.01,2.7,41.79,5.15,2.29,7.95,1071.9,72.5,Carol_Davis,Protein_Powder
NPTC_0518,2025-09-27 17:22:42.077038,analytical,9.46,3.1,50.34,8.9,2.44,6.88,954.0,81.3,Bob_Jones,Beverage_Mix
NPTC_0519,2025-09-28 16:22:42.077063,analytical,12.15,3.52,47.6,8.71,2.55,6.39,1147.2,87.9,Bob_Jones,Baby_Formula
NPTC_0520,2025-09-29 07:22:42.077090,analytical,10.1,4.15,49.01,7.66,2.31,7.8,1090.9,77.0,Alice_Smith,Baby_Formula
NPTC_0521,2025-09-24 04:22:42.077116,pilot_plant,16.92,3.51,49.18,7.78,2.0,6.93,1566.3,93.5,David_Wilson,Cereal_Bar
NPTC_0522,2025-09-27 09:22:42.077143,analytical,11.88,1.82,45.71,7.1,2.7,6.67,1437.9,86.9,David_Wilson,Protein_Powder
NPTC_0523,2025-09-24 15:22:42.077170,pilot_plant,11.57,2.01,41.71,6.74,2.19,6.21,924.6,82.6,Alice_Smith,Beverage_Mix
NPTC_0524,2025-09-24 11:22:42.077195,pilot_plant,16.55,4.24,43.47,9.16,1.74,7.01,1494.4,87.3,Bob_Jones,Beverage_Mix
NPTC_0525,2025-09-24 21:22:42.077222,analytical,13.65,2.91,60.0,10.06,1.6,6.17,1042.4,86.8,Bob_Jones,Protein_Powder
NPTC_0526,2025-09-25 19:22:42.077248,pilot_plant,13.79,3.08,36.69,7.05,3.08,5.56,1541.1,80.8,David_Wilson,Cereal_Bar
NPTC_0527,2025-09-28 19:22:42.077274,analytical,11.73,1.71,55.87,8.77,2.78,6.02,1306.8,86.6,Carol_Davis,Beverage_Mix
NPTC_0528,2025-09-24 02:22:42.077301,pilot_plant,13.02,3.98,42.07,10.39,1.68,6.59,1118.7,82.1,Carol_Davis,Beverage_Mix
NPTC_0529,2025-09-25 14:22:42.077326,pilot_plant,10.22,2.98,52.05,9.28,1.84,6.65,1395.6,83.3,Bob_Jones,Baby_Formula
NPTC_0530,2025-09-26 10:22:42.077353,analytical,13.83,4.46,43.69,8.16,1.89,5.83,1315.0,86.8,Bob_Jones,Cereal_Bar
NPTC_0531,2025-09-29 07:22:42.077380,analytical,11.05,3.15,53.89,9.97,3.51,8.11,1730.6,73.1,David_Wilson,Beverage_Mix
NPTC_0532,2025-09-26 09:22:42.077405,analytical,13.37,2.36,47.94,6.06,2.12,6.54,1585.0,88.1,Alice_Smith,Cereal_Bar
NPTC_0533,2025-09-27 14:22:42.077432,analytical,16.83,4.12,42.4,6.26,2.5,7.67,903.0,80.8,David_Wilson,Cereal_Bar
NPTC_0534,2025-09-25 16:22:42.077458,pilot_plant,10.64,2.7,44.34,7.27,2.42,6.61,1184.5,84.1,Alice_Smith,Cereal_Bar
NPTC_0535,2025-09-29 09:22:42.077484,sensory,9.94,3.41,51.06,8.78,2.06,6.81,1396.1,82.9,Bob_Jones,Protein_Powder
NPTC_0536,2025-09-24 22:22:42.077511,analytical,12.62,3.69,43.01,7.4,2.09,6.07,1586.9,85.0,David_Wilson,Beverage_Mix
NPTC_0537,2025-09-26 17:22:42.077536,analytical,12.14,3.66,41.48,7.81,1.79,7.59,1593.5,80.3,Alice_Smith,Protein_Powder
NPTC_0538,2025-09-26 11:22:42.077563,pilot_plant,15.72,2.92,39.3,10.71,1.84,7.67,954.7,77.6,Carol_Davis,Protein_Powder
NPTC_0539,2025-09-27 14:22:42.077589,analytical,13.4,2.94,42.96,8.91,2.72,6.08,1021.5,86.3,Alice_Smith,Cereal_Bar
NPTC_0540,2025-09-24 07:22:42.077618,analytical,10.32,1.97,51.55,7.85,2.96,6.38,1145.3,87.9,Alice_Smith,Baby_Formula
NPTC_0541,2025-09-28 13:22:42.077646,analytical,12.63,2.56,45.49,9.57,2.47,8.51,1501.9,73.4,David_Wilson,Protein_Powder
NPTC_0542,2025-09-27 05:22:42.077673,analytical,12.33,3.31,52.84,10.5,2.3,7.08,1446.0,80.8,Alice_Smith,Protein_Powder
NPTC_0543,2025-09-24 08:22:42.077698,analytical,12.39,4.15,47.51,8.03,2.1,6.29,1079.9,89.2,Bob_Jones,Cereal_Bar
NPTC_0544,2025-09-30 15:22:42.077737,pilot_plant,11.42,3.44,47.07,8.45,2.26,6.91,1456.7,85.0,Alice_Smith,Beverage_Mix
NPTC_0545,2025-09-28 09:22:42.077765,analytical,9.68,4.07,45.03,7.07,1.41,6.58,1247.6,81.0,Bob_Jones,Baby_Formula
NPTC_0546,2025-09-25 14:22:42.077792,pilot_plant,15.67,3.72,44.02,8.64,2.02,7.06,1209.8,89.2,David_Wilson,Protein_Powder
NPTC_0547,2025-09-29 20:22:42.077820,pilot_plant,16.42,3.56,46.21,8.14,1.21,7.4,1276.8,89.4,Alice_Smith,Baby_Formula
NPTC_0548,2025-09-27 16:22:42.077848,analytical,13.36,2.9,56.21,8.62,1.76,6.7,1119.7,91.4,Bob_Jones,Baby_Formula
NPTC_0549,2025-09-28 06:22:42.077874,analytical,10.7,2.91,46.32,10.57,1.96,7.86,1186.5,71.0,David_Wilson,Protein_Powder
NPTC_0550,2025-09-28 10:22:42.077901,analytical,8.47,2.57,41.88,10.26,2.83,6.6,1384.4,74.3,Alice_Smith,Baby_Formula
NPTC_0551,2025-09-29 20:22:42.077927,analytical,11.13,4.18,48.87,5.39,2.07,6.17,1125.8,78.7,David_Wilson,Baby_Formula
